name,sentence_id,new_name,,
Nick Chopper,1235,Emperor of the Winkies,,
Wizard,1235,Wizard of Oz,,
Button,1239,Button,,
Button-Bright,1239,Button-Bright,,
Scarecrow,1242,Scarecrow of Oz,,
Tin Woodman,1242,Emperor of the Winkies,,
Winkies,1242,Winkies,,
Polly,1243,Polly the Rainbow,,
Dorothy,1244,Dorothy the Lamb,,
Nick Chopper,1245,Emperor of the Winkies,,
Button,1246,Button,,
Button-Bright,1246,Button-Bright,,
Ozma,1250,Royal Ozma,,
Oz,1250,Oz,,
Ozma,1251,Royal Ozma,,
Ozma,1252,Royal Ozma,,
Button,1253,Button,,
Button-Bright,1253,Button-Bright,,
Polychrome,1255,Polly the Rainbow,,
Dorothy,1258,Dorothy the Lamb,,
Button,1259,Button,,
Button-Bright,1259,Button-Bright,,
Polly,1261,Polly the Rainbow,,
Dorothy,1261,Dorothy the Lamb,,
Button,1261,Button,,
Button-Bright,1261,Button-Bright,,
Dorothy,1263,Dorothy the Lamb,,
Button,1266,Button,,
Button-Bright,1266,Button-Bright,,
Dorothy,1267,Dorothy the Lamb,,
Ozma,1271,Royal Ozma,,
Button,1272,Button,,
Button-Bright,1272,Button-Bright,,
Button,1275,Button,,
Button-Bright,1275,Button-Bright,,
Dox,1275,King Renard the Fourth,,
Foxville,1275,Foxville,,
Polly,1276,Polly the Rainbow,,
Dorothy,1278,Dorothy the Lamb,,
Button,1283,Button,,
Dorothy,1289,Dorothy the Lamb,,
Button,1290,Button,,
Button-Bright,1290,Button-Bright,,
Dorothy,1296,Dorothy the Lamb,,
Button,1298,Button,,
Button-Bright,1298,Button-Bright,,
Dorothy,1301,Dorothy the Lamb,,
Polychrome,1302,Polly the Rainbow,,
Polly,1305,Polly the Rainbow,,
Dorothy,1305,Dorothy the Lamb,,
Rainbow,1306,Rainbow,,
Dorothy,1308,Dorothy the Lamb,,
Billina,1310,Billina,,
Dorothy,1310,Dorothy the Lamb,,
Billina,1311,Billina,,
Dorothy,1315,Dorothy the Lamb,,
Billina,1315,Billina,,
Dorothy,1315,Dorothy the Lamb,,
Billina,1316,Billina,,
Toto,1317,Toto,,
Dorothy,1317,Dorothy the Lamb,,
Billina,1320,Billina,,
Toto,1321,Toto,,
Dorothy,1321,Dorothy the Lamb,,
Tik-tok,1322,Tik-tok,,
Billina,1323,Billina,,
Toto,1324,Toto,,
Dorothy,1324,Dorothy the Lamb,,
Uncle Henry,1324,Uncle Henry,,
Toto,1325,Toto,,
Billina,1325,Billina,,
Toto,1326,Toto,,
Billina,1327,Billina,,
Dorothy,1328,Dorothy the Lamb,,
Billina,1329,Billina,,
Billina,1330,Billina,,
Toto,1332,Toto,,
Toto,1333,Toto,,
Toto,1333,Toto,,
Dorothy,1334,Dorothy the Lamb,,
Billina,1335,Billina,,
Tik-tok,1336,Tik-tok,,
Tik-tok,1339,Tik-tok,,
Billina,1339,Billina,,
Button,1340,Button,,
Button-Bright,1340,Button-Bright,,
Tik-tok,1342,Tik-tok,,
