name,sentence_id,title,first,middle,last,suffix,nickname,gender
Billina,1806,none,Billina,none,none,none,none,female
Dorothy,1807,none,Dorothy,none,none,none,none,female
Billina,1809,none,Billina,none,none,none,none,female
Eureka,1809,none,Eureka,none,none,none,none,female
Tin Woodman,1813,none,Tin,none,Woodman,none,none,male
Tin Woodman,1814,none,Tin,none,Woodman,none,none,male
Dorothy,1814,none,Dorothy,none,none,none,none,female
Wizard,1814,none,Wizard,none,none,none,none,male
Wizard,1817,none,Wizard,none,none,none,none,male
Nick Chopper,1819,none,Nick,none,Chopper,none,none,male
Zeb,1821,none,Zeb,none,none,none,none,male
Ozma,1823,none,Ozma,none,none,none,none,female
Woggle-Bug,1823,none,Woggle-Bug,none,none,none,none,male
Wizard,1824,none,Wizard,none,none,none,none,male
Wizard,1827,none,Wizard,none,none,none,none,male
Woggle-Bug,1829,none,Woggle-Bug,none,none,none,none,male
Jim the Cab-horse,1831,none,Jim the Cab-horse,none,none,none,none,male
Jim,1832,none,Jim,none,none,none,none,male
Jim,1839,none,Jim,none,none,none,none,male
Royal Steward,1847,Royal,none,none,Steward,none,none,male
Jim,1847,none,Jim,none,none,none,none,male
Steward,1848,none,Steward,none,none,none,none,male
Highness,1849,Highness,none,none,none,none,none,female
Steward,1851,none,Steward,none,none,none,none,male
Steward,1853,none,Steward,none,none,none,none,male
Jim,1854,none,Jim,none,none,none,none,male
Jim,1858,none,Jim,none,none,none,none,male
Sawhorse,1860,none,Sawhorse,none,none,none,none,male
Jim,1861,none,Jim,none,none,none,none,male
Sawhorse,1862,none,Sawhorse,none,none,none,none,male
Ozma,1864,none,Ozma,none,none,none,none,female
Jim,1865,none,Jim,none,none,none,none,male
Sawhorse,1865,none,Sawhorse,none,none,none,none,male
Jim,1867,none,Jim,none,none,none,none,male
Sawhorse,1868,none,Sawhorse,none,none,none,none,male
Sawhorse,1870,none,Sawhorse,none,none,none,none,male
Ozma,1875,none,Ozma,none,none,none,none,female
Jim,1881,none,Jim,none,none,none,none,male
Jim,1887,none,Jim,none,none,none,none,male
Sawhorse,1892,none,Sawhorse,none,none,none,none,male
Jim,1893,none,Jim,none,none,none,none,male
Sawhorse,1898,none,Sawhorse,none,none,none,none,male
Jim,1901,none,Jim,none,none,none,none,male
Sawhorse,1905,none,Sawhorse,none,none,none,none,male
Jim,1908,none,Jim,none,none,none,none,male
Sawhorse,1909,none,Sawhorse,none,none,none,none,male
Jim,1910,none,Jim,none,none,none,none,male
Sawhorse,1910,none,Sawhorse,none,none,none,none,male
Sawhorse,1913,none,Sawhorse,none,none,none,none,male
Jim,1916,none,Jim,none,none,none,none,male
Ozma,1918,none,Ozma,none,none,none,none,female
Ozma,1919,none,Ozma,none,none,none,none,female
Jim,1922,none,Jim,none,none,none,none,male
Sawhorse,1922,none,Sawhorse,none,none,none,none,male
Jim,1925,none,Jim,none,none,none,none,male
Jim,1928,none,Jim,none,none,none,none,male
Sawhorse,1929,none,Sawhorse,none,none,none,none,male
Cowardly Lion,1929,none,Cowardly,none,Lion,none,none,male
Ozma,1929,none,Ozma,none,none,none,none,female
Dorothy,1931,none,Dorothy,none,none,none,none,female
Jim,1932,none,Jim,none,none,none,none,male
Sawhorse,1935,none,Sawhorse,none,none,none,none,male
Hungry Tiger,1939,none,Hungry,none,Tiger,none,none,male
Jim,1941,none,Jim,none,none,none,none,male
Tiger,1943,none,Tiger,none,none,none,none,male
Dorothy,1946,none,Dorothy,none,none,none,none,female
Jim,1948,none,Jim,none,none,none,none,male
Tiger,1950,none,Tiger,none,none,none,none,male
Dorothy,1952,none,Dorothy,none,none,none,none,female
Lion,1953,none,Lion,none,none,none,none,male
Tiger,1953,none,Tiger,none,none,none,none,male
Dorothy,1954,none,Dorothy,none,none,none,none,female
Dorothy,1957,none,Dorothy,none,none,none,none,female
Gump,1964,none,Gump,none,none,none,none,male
Gump,1968,none,Gump,none,none,none,none,male
Ozma,1969,none,Ozma,none,none,none,none,female
Ozma,1969,none,Ozma,none,none,none,none,female
